variable,run,value
x1,79,2.377640516591551
x1,80,1.1263716604441432
x1,81,-5.892609100320938
x1,82,3.906987974211723
x1,83,-5.235984287763882
x1,84,-4.972500721576932
x1,85,2.942560565718986
x1,86,2.004109057873842
x1,87,0.9369284174139103
x1,88,-1.8667838892676694
x1,89,-1.6038529349278094
x1,90,-0.24249527748829433
x1,91,-2.601674149304683
x1,92,4.878442801084318
x1,93,-3.2754715285397498
x1,94,0.308630514737535
x1,95,-0.32576840098902216
x1,96,-2.2449545915260827
x1,97,-1.9467927039382358
x1,98,-2.5688921389567523
x1,99,-2.8636503524003665
x1,100,-2.061517916792713
x1,101,-1.7085313322399027
x1,102,-2.5609161642556932
x1,103,2.1429250215383346
x1,104,3.8709232644064615
x1,105,1.8544161494430993
x1,106,6.0862767343643815
x1,107,-0.16782784405119838
x1,108,0.6210673461348031
x1,109,2.503249465434317
x1,110,3.078923671154451
x1,111,-0.36486164242975816
x1,112,1.362638465756833
x1,113,-4.073487335310913
x1,114,5.659910329659157
x1,115,-2.852541292522222
x1,116,-1.0108932606069814
x1,117,1.2391335791893905
x1,118,0.025788535618959326
x1,119,1.1997035132705147
x1,120,0.47512343810696817
x1,121,0.39316313720915286
x1,122,-1.0322673212785232
x1,123,0.001982327557863473
x1,124,-1.526704421698927
x1,125,2.2550996673729666
x1,126,-1.914952095208292
x1,127,2.6779404018621915
x1,128,-0.6542425777482577
x1,129,-0.06370901989281841
x1,130,3.462122372128819
x1,131,-3.1455155747375443
x1,132,1.6250865966694164
x1,133,-1.6081943984284786
x1,134,3.2202937204263513
x1,135,3.6573506590475215
x1,136,-4.263523864531301
x1,137,-0.8342906017661021
x1,138,-0.28046140259338137
x1,139,0.40644215771792325
x1,140,-2.327853721645435
x1,141,-2.116111272593268
x1,142,-2.295206617768206
x1,143,2.9045576964904867
x1,144,-4.656425927367582
x1,145,-0.5646901558819624
x1,146,4.189686176416885
x1,147,-2.1159116226237034
x1,148,0.527435061563868
x1,149,-4.247022518761266
x1,150,-3.091802279721238
x1,151,-0.7333079570595865
x1,152,5.197447503284232
x1,153,3.9417059266648544
x1,154,-0.2988417818110357
x1,155,0.9339628368189897
x1,156,-0.0890022771498604
x1,157,-2.6898871088852996
x1,158,1.1859492873520374
x1,159,-1.005005318459625
x1,160,-1.5971911849265361
x1,161,-3.135862943481558
x1,162,-0.34561255401884095
x1,163,-2.7073872726844237
x1,164,3.8703056009531904
x1,165,0.433295415238115
x1,166,1.9174425784490705
x1,167,0.3163840994217475
x1,168,-1.21692852494388
x1,169,0.34391521571428996
x1,170,0.7225003998392656
x1,171,-0.1795679833338584
x1,172,0.2923296783439971
x1,173,-1.8779377944798898
x1,174,-3.2340626801289853
x1,175,-2.556202958066497
x1,176,3.3051527086338934
x1,177,1.442023898210504
x1,178,0.740842555797149
x1,179,0.07438324081773216
x1,180,1.2454117842869152
x1,181,-2.1223212176835275
x1,182,1.0048784733855995
x1,183,3.0750743919067287
x1,184,-3.2412560348020967
x1,185,4.061630169776097
x1,186,0.5244242732322769
x1,187,-2.749111338717567
x1,188,2.3302881268833064
x1,189,3.568009234450509
x1,190,-0.745107710162416
x1,191,0.7093772851888607
x1,192,-7.860354150171106
x1,193,-0.98893769036564
x1,194,4.763818553105633
x1,195,-1.3943906573455207
x1,196,-3.106837075653352
x1,197,7.326542186780384
x1,198,0.9985104424400083
x1,199,-0.7768206896868162
x1,200,4.289270267732856
x1,201,-2.716858725472177
x1,202,3.432271763921132
x1,203,6.154461793715919
x1,204,-0.9548589433327028
x1,205,-4.0255125364772555
x1,206,7.66843503124944
x1,207,-4.10852932764174
x1,208,0.47436939861306354
x1,209,0.8674556661368062
x1,210,-1.5478284702365677
x1,211,-3.432384022996668
x1,212,-2.0344808259126346
x1,213,-3.0147913098504993
x1,214,-6.315932674377773
x1,215,-1.723722380379065
x1,216,-1.2256510229423743
x1,217,-1.5719413496164674
x1,218,-2.9240387751195738
x1,219,-0.5104145661207444
x1,220,1.7611795688353284
x1,221,-0.7984653298862378
x1,222,1.9791529887649495
x1,223,2.5898099197195763
x1,224,1.7595910911915593
x1,225,0.3695946454231595
x1,226,-4.6107011950921075
x1,227,-3.3631611180208068
x1,228,-0.8296942141821173
x1,229,1.1962453539799678
x1,230,3.207156521054341
x1,231,0.09272940700632767
x1,232,1.0894861055384675
x1,233,3.039952023335269
x1,234,5.94333020839554
x1,235,3.080549554416941
x1,236,-0.9333114188830106
x1,237,-6.580473490135006
x1,238,-0.22095773510841796
x1,239,-0.29703945647478147
x1,240,4.027970149448698
x1,241,0.18712191656693442
x1,242,4.010530058272671
x1,243,-4.667246148834842
x1,244,-1.4465816021734894
x1,245,-0.664033721564347
x1,246,-7.618560112874356
x1,247,-3.4718812231270832
x1,248,3.045983570708223
x1,249,2.6354700979885792
x1,250,-1.3363885259698967
x1,251,-4.512034570928947
x1,252,-4.461363246488339
x1,253,4.200427914320326
x1,254,1.355311815185705
x1,255,-1.5818020200996514
x1,256,5.236222275741117
x1,257,0.4278750000990041
x1,258,3.837726199165797
x1,259,0.5451085106004492
x1,260,0.40402687426663675
x1,261,-5.237164033435075
x1,262,-0.4802608335714326
x1,263,1.0952142997723944
x1,264,2.4305926347600963
x1,265,0.535511168963733
x1,266,0.39832210594469336
x1,267,-1.4712598631239608
x1,268,-1.007009583964097
x1,269,-1.36220001319682
x1,270,-2.292738966536082
x1,271,-5.146467476133028
x1,272,-0.6400165738262965
x1,273,-0.5184048253387261
x1,274,1.6539993509975175
x1,275,4.525267097882204
x1,276,0.5774955478083292
x1,277,-1.4371601151467088
x1,278,-0.8056677939487915
x1,279,2.68475660665846
x1,280,3.7794957099874282
x1,281,0.8199672045424858
x1,282,-7.659557999559515
x1,283,-0.6058186722500095
x1,284,-0.07074556596211365
x1,285,1.9423712784513252
x1,286,-2.7195728406378326
x1,287,-2.1828137106424856
x1,288,3.77733323273126
x1,289,4.6027309037154565
x1,290,5.094301963842417
x1,291,-0.27133474989449036
x1,292,-3.123183147624949
x1,293,-0.5975635354683801
x1,294,-5.25028433100036
x1,295,-1.6093888738415794
x1,296,-2.897469626921883
x1,297,-2.577188337829153
x1,298,0.5689345652720085
x1,299,2.0722024704980275
x1,300,-3.007103085492939
x1,301,-3.6761447671697396
x1,302,-3.4690582361155755
x1,303,1.1535036289691005
x1,304,-2.8844851997120347
x1,305,-1.3353080433867903
x1,306,-7.843876290282776
x1,307,-2.3761249133129567
x1,308,-0.19636584159476614
x1,309,-1.842209827565707
x1,310,2.6411831384379467
x1,311,-5.800120814779494
x1,312,-1.632929568948072
x1,313,2.1181878956182656
x1,314,-0.047622705540000594
x1,315,4.174773601697641
x1,316,4.305999210748451
x1,317,-0.3121446665771837
x1,318,-4.222005276203141
x1,319,-6.111834832239216
x1,320,-4.368300457263951
x1,321,-1.0042504345158598
x1,322,0.9004933793846466
x1,323,-1.8145055635410523
x1,324,-0.3977335064991807
x1,325,3.499943892792576
x1,326,4.2984607968824955
x1,327,-3.046432619061084
x1,328,-1.9195898507231828
x1,329,-1.157773472207879
x1,330,4.085336929086099
x1,331,4.371152047895801
x1,332,-1.256888035147289
x1,333,3.0441773325733243
x1,334,2.4391575988393375
x1,335,0.31358306671651626
x1,336,-1.4385753445969789
x1,337,-3.3163156141096275
x1,338,-2.3685810824077462
x1,339,2.4257339444320083
x1,340,-4.1826360649912075
x1,341,4.363838543492179
x1,342,0.3157610705975689
x1,343,0.4856253245016485
x1,344,-2.9460716701715235
x1,345,4.952289997642238
x1,346,-2.2152295469761585
x1,347,0.7979108055978956
x1,348,-5.286409809449851
x1,349,-2.9319151137776753
x1,350,2.654957222467615
x1,351,2.8297211611717294
x1,352,4.281932130612916
x1,353,5.389385126232034
x1,354,-2.664870997970509
x1,355,4.679549744357274
x1,356,1.5112880618094087
x1,357,-0.04407704538263524
x1,358,1.4641023576901593
x1,359,0.020144093303168336
x1,360,1.5045110314893442
x1,361,2.2502970163006424
x1,362,3.8236695893476296
x1,363,0.3519886023915891
x1,364,-1.5592036611182012
x1,365,0.7297268196312173
x1,366,-1.133513969024453
x1,367,0.49501481723904506
x1,368,3.0503137546954586
x1,369,-4.835318264800737
x1,370,2.812271206749813
x1,371,-4.065125120169321
x1,372,-3.500506909822265
x1,373,-2.688720220954629
x1,374,0.24535573869750674
x1,375,-6.335427755797771
x1,376,2.5565617702669976
x1,377,-1.8730803614474316
x1,378,4.664790302884853
x1,379,0.6012187296180954
x1,380,2.865035454189047
x1,381,0.2632824742889546
x1,382,0.8083071204597678
x1,383,3.688544852904345
x1,384,-1.4946338956897267
x1,385,-2.3741082409181677
x1,386,0.18591183696610816
x1,387,5.076527750313583
x1,388,-0.9618266694350535
x1,389,0.15976107858406458
x1,390,1.600485494850175
x1,391,-1.9639201573524319
x1,392,-0.567929662742954
x1,393,2.8277658489573976
x1,394,-2.1309864673699104
x1,395,1.1671320392739246
x1,396,-2.001316061202154
x1,397,-0.8031506349460779
x1,398,3.558142047907575
x1,399,1.913829173602267
x1,400,-0.038746401483092996
x1,401,-5.277960696609723
x1,402,-1.4974340779041417
x1,403,0.3818417336313079
x1,404,2.1434276021394325
x1,405,1.7959691721668576
x1,406,-3.7999040141286238
x1,407,0.7671526790758821
x1,408,-1.69582958382435
x1,409,0.8849536491535376
x1,410,-2.145622732628397
x1,411,-3.5384185215369484
x1,412,3.5008609674659126
x1,413,-3.874653803455645
x1,414,-6.742419664570645
x1,415,3.8781023653552826
x1,416,0.3610146856537126
x1,417,0.17160125304505136
x1,418,1.2166293378613067
x1,419,-1.7146290768296126
x1,420,1.2463688917506024
x1,421,-5.136196704721324
x1,422,-2.5385854619018877
x1,423,2.9519034604352012
x1,424,-2.1325585784229597
x1,425,-4.061661225205469
x1,426,-2.1639941994854865
x1,427,5.764187422190901
x1,428,3.594774845658318
x1,429,-3.483547065123759
x1,430,2.4300051287210076
x1,431,-3.7844159809204787
x1,432,4.453930285162626
x1,433,0.3867298175254562
x1,434,-0.5743382929674864
x1,435,2.617505812978797
x1,436,0.7858532982268687
x1,437,0.530621003239266
x1,438,2.70700986270158
x1,439,0.1269377457665084
x1,440,0.20098510675746692
x1,441,0.45275414108872
x1,442,2.623353057881126
x1,443,3.361510043662655
x1,444,-0.6956475949799289
x1,445,-0.34756050724933085
x1,446,5.868890445175403
x1,447,1.8361476218883104
x1,448,-3.515086154014714
x1,449,-0.9511931498883814
x1,450,-0.19004566811945384
x1,451,2.9716107176328834
x1,452,-1.1408033458043374
x1,453,-4.322333841703785
x1,454,6.531859732066604
x1,455,-2.0904522800147816
x1,456,-1.7506518764275223
x1,457,-1.956206225451195
x1,458,3.8698922394492095
x1,459,-0.9627614092278229
x1,460,1.4500340717572673
x1,461,0.6407475237816257
x1,462,4.884689957427714
x1,463,-0.5740579616878285
x1,464,1.485088256495691
x1,465,3.2994858348171623
x1,466,2.5193284468894666
x1,467,6.849144798793633
x1,468,3.1911121650368943
x1,469,-1.5237698543084706
x1,470,-0.606446689825763
x1,471,-0.9519069293903237
x1,472,3.0843080558319267
x1,473,-0.2951797274010528
x1,474,0.8215545887126922
x1,475,-1.2437362672667032
x1,476,3.112915988943617
x1,477,6.596198595945049
x1,478,1.2507473761065713
x1,479,0.5274383891746256
x1,480,1.6117362564946318
x1,481,2.2076704353678203
x1,482,1.6914165946719721
x1,483,-1.9762621821372512
x1,484,-1.9495092135309617
x1,485,-2.4811337059790435
x1,486,-1.6725362256858642
x1,487,-1.3538382342922635
x1,488,2.8515218626246805
x1,489,-2.3134312470564247
x1,490,4.921029959569066
x1,491,0.5706262553031912
x1,492,1.8913380851535186
x1,493,-2.5334515924257035
x1,494,-3.72148294847453
x1,495,-1.4436694482871897
x1,496,-3.6746135927331753
x1,497,2.3014874028287733
x1,498,4.140113288523275
x1,499,3.423171096111984
x1,500,3.1940470000073615
x1,501,-4.331159359498916
x1,502,0.31130264332868607
x1,503,-0.16957271655113781
x1,504,-2.0610929740113297
x1,505,2.3445602878267713
x1,506,-1.9727353042272395
x1,507,3.077957987685763
x1,508,-0.044584117566981385
x1,509,1.8037628900108553
x1,510,2.3197581055277627
x1,511,-4.472728250914957
x1,512,3.360279743787223
x1,513,-2.6361705309789407
x1,514,0.119294312590472
x1,515,1.4109096714987641
x1,516,-2.209443189637366
x1,517,0.23025577455316834
x1,518,1.5416683051014672
x1,519,-1.7346057553626142
x1,520,1.5091582031425872
x1,521,-4.473150369550528
x1,522,0.48277451888522055
x1,523,-2.8075313347183126
x1,524,-5.316608076408978
x1,525,2.0045504474373574
x1,526,5.273015358823611
x1,527,3.455011112026599
x1,528,-2.8092835525114856
x1,529,-1.580852362846606
x1,530,2.8279956715963914
x1,531,-0.5520959968494747
x1,532,0.1860520912023663
x1,533,5.900949722342728
x1,534,-3.2619922055425974
x1,535,-0.15483134922802894
x1,536,-1.4060394658157584
x1,537,-1.7932583723066482
x1,538,2.4264265897290915
x1,539,0.205379948727252
x1,540,-1.8521426372072745
x1,541,2.2272511582680137
x1,542,2.933103018524912
x1,543,2.785275782798496
x1,544,4.690304617327701
x1,545,2.489282551872341
x1,546,-6.073643091324097
x1,547,-6.310839933845868
x1,548,-1.9943946086101247
x1,549,1.7158878803854194
x1,550,-2.86703811251888
x1,551,0.2978085583016529
x1,552,3.869529642413298
x1,553,1.108464568491338
x1,554,3.773512227172496
x1,555,2.637003895598069
x1,556,9.179999892078552
x1,557,0.07605789631711964
x1,558,1.1578465547696624
x1,559,-2.8497715703419266
x1,560,0.7835204791682941
x1,561,0.912142046574851
x1,562,2.7724065726801617
x1,563,4.844153745721213
x1,564,4.964684614318777
x1,565,-1.215577579479286
x1,566,-0.16086399860504869
x1,567,-0.01968768175561752
x1,568,2.821866196319503
x1,569,2.5820425870618173
x1,570,0.8287771059337731
x1,571,-1.5796089561013464
x1,572,-2.005315218235335
x1,573,-2.2433238122144767
x1,574,2.018102027930325
x1,575,2.743426984189802
x1,576,-0.13823905123319255
x1,577,0.5733676298661228
x1,578,0.6570329326436993
x1,579,-1.7325096561237687
x1,580,-0.9867173349711174
x1,581,-1.000295807069
x1,582,-0.26288361980094943
x1,583,-2.4422887788614034
x1,584,-0.8007216304728703
x1,585,0.9831368931671902
x1,586,0.9149421061865466
x1,587,-1.0980464386543223
x1,588,-5.2179097184051955
x1,589,1.8088529656166412
x1,590,2.139348830227188
x1,591,-3.110789453194358
x1,592,-3.44751251753663
x1,593,-3.575538829669436
x1,594,-0.33591255212955196
x1,595,2.0141363375532713
x1,596,5.263479612556741
x1,597,-0.2780816250508957
x1,598,0.36109498743794777
x1,599,-1.0769527433500916
x1,600,-0.4696368481403632
x1,601,3.5475810286797844
x1,602,4.678645062242359
x1,603,1.3329510262058353
x1,604,1.597063492710263
x1,605,0.38471980953463675
x1,606,-0.10460627520880005
x1,607,-2.815220523685922
x1,608,-2.9305130614740813
x1,609,-1.0045547010831963
x1,610,0.8140416170311128
x1,611,-1.9651513200566093
x1,612,-3.7671750976087335
x1,613,-3.752344468503938
x1,614,-1.7490841722335642
x1,615,1.5750124156243042
x1,616,-0.10573284274529497
x1,617,3.6872823090936677
x1,618,-2.1336003748784895
x1,619,5.026923616257274
x1,620,0.15726487327170185
x1,621,-5.127193304399908
x1,622,-3.539448788458698
x1,623,4.294439470098338
x1,624,1.310165462306866
x1,625,7.510162333874565
x1,626,-0.8464879209315488
x1,627,-0.89877808358847
x1,628,-3.2385418216989446
x1,629,-0.9790424263422363
x1,630,0.09514174661506676
x1,631,-1.7025390382417165
x1,632,-5.172347295077894
x1,633,-0.7889581571260301
x1,634,0.5991714938002651
x1,635,1.655139852992076
x1,636,2.519582647640823
x1,637,-1.476941637684647
x1,638,-0.5289180998835372
x1,639,-0.9966866053785164
x1,640,2.3481716766206895
x1,641,5.851343485564899
x1,642,-2.1000786299458762
x1,643,4.206199688737835
x1,644,2.1010589767842625
x1,645,-0.18008466318049465
x1,646,-5.264261407253148
x1,647,0.9779763851804745
x1,648,0.23988879998898618
x1,649,-3.719275962797887
x1,650,3.209202909444739
x1,651,2.149864958615867
x1,652,-0.9494595307726305
x1,653,1.1396474028974024
x1,654,1.7995065357715643
x1,655,3.319019586757274
x1,656,3.0127628971625855
x1,657,-0.34122315658765906
x1,658,0.4825738206488053
x1,659,-0.2467854089395469
x1,660,-2.982975962252139
x1,661,-6.469964201881842
x1,662,-3.3192170306725286
x1,663,2.043108697383563
x1,664,-0.39016493750333603
x1,665,2.723980795064648
x1,666,-0.06335519834524095
x1,667,-0.20068994871708573
x1,668,3.57214565428857
x1,669,-2.4620473430991168
x1,670,1.553486654867367
x1,671,-0.04817160607621905
x1,672,-4.182401704729385
x1,673,-2.945840003378053
x1,674,1.6000683362879933
x1,675,-7.227433274119495
x1,676,0.8304979876007353
x1,677,-3.115193544613345
x1,678,2.1877624712079373
x1,679,1.8714930943710768
x1,680,2.824937040985616
x1,681,3.9620948210212257
x1,682,1.3100917014563205
x1,683,-0.07564880779411484
x1,684,0.39228009046423434
x1,685,-1.2535610735139258
x1,686,0.9076005459148552
x1,687,-4.751345332156598
x1,688,-1.9050914119767142
x1,689,-0.5407525050435662
x1,690,-1.0127646470223859
x1,691,0.4122548032136906
x1,692,-4.065884352494402
x1,693,0.6756674825934983
x1,694,-0.3413615602235724
x1,695,-3.5917516545356536
x1,696,1.6141104228533583
x1,697,-1.9299575471540056
x1,698,2.1465750687482177
x1,699,4.550731564238114
x1,700,-0.43953776672112305
x1,701,1.7248380982762357
x1,702,0.3012818501856685
x1,703,3.1739392784935663
x1,704,-1.0504502210340165
x1,705,-1.1508957104106443
x1,706,4.347278649509143
x1,707,3.246776373192478
x1,708,-0.7933189701236822
x1,709,2.5446949032274864
x1,710,3.9972403589157786
x1,711,1.9569369933130676
x1,712,2.567125283658597
x1,713,-0.8446907126818783
x1,714,1.3041066170481412
x1,715,2.3744719079143812
x1,716,2.8400078103696607
x1,717,3.4495956022905063
x1,718,-2.4884439942519085
x1,719,4.8277186835797625
x1,720,-0.37741838223833146
x1,721,-3.772693319214797
x1,722,2.0740492078709587
x1,723,2.7656752587464677
x1,724,-1.1781055318744642
x1,725,0.12892632860684314
x1,726,-5.469786512250748
x1,727,-1.8243513968239262
x1,728,3.2233424105272617
x1,729,-3.5459243857263614
x1,730,0.6711757639306365
x1,731,-0.36925432861943114
x1,732,-0.924226144790729
x1,733,0.8288101574242877
x1,734,-0.673137225265198
x1,735,3.841629217938498
x1,736,-0.09264513256613166
x1,737,-1.9153518029904004
x1,738,-1.5491868098038615
x1,739,-8.377162255167487
x1,740,3.718132501228967
x1,741,-5.904380572471626
x1,742,-0.6189746546451506
x1,743,-5.638619892080384
x1,744,2.775209424125018
x1,745,-3.998792576834446
x1,746,4.065263209543528
x1,747,2.1941159741826204
x1,748,-3.9658703443452974
x1,749,2.2540512731187645
x1,750,-0.21896876392394854
x1,751,2.775799531636874
x1,752,2.8306405133847656
x1,753,4.606562510599337
x1,754,-3.1500376574571054
x1,755,-2.5540030801299802
x1,756,-5.591938152291411
x1,757,1.8215915562967377
x1,758,0.4848194669172072
x1,759,-5.418738309525746
x1,760,7.127979373835852
x1,761,-5.11133685658334
x1,762,2.913922464637963
x1,763,1.0702794177277126
x1,764,0.6268705387874818
x1,765,0.8983528636329544
x1,766,-5.903007609461519
x1,767,-2.4564977678217796
x1,768,2.1559009784673426
x1,769,3.0245905910830917
x1,770,-0.2215425324968205
x1,771,4.046009281604651
x1,772,2.412078188311133
x1,773,5.877593836709333
x1,774,-4.353246864456312
x1,775,4.330915535768989
x1,776,1.7244440430363155
x1,777,2.858501620768622
x1,778,1.5630052750139762
x1,779,-1.3875846180860678
x1,780,2.0673682431032594
x1,781,0.5715653302804848
x1,782,4.374462075760872
x1,783,5.274992576826122
x1,784,4.095866461125522
x1,785,2.5807213692689857
x1,786,0.0563041309468097
x1,787,-0.4533074231048574
x1,788,1.5147943093990501
x1,789,0.015171200448327643
x1,790,3.096012472460235
x1,791,-6.174326224390894
x1,792,0.3124325629102119
x1,793,1.4795864333437236
x1,794,3.882680255835611
x1,795,4.337023354253521
x1,796,-1.4693107428752146
x1,797,1.5587678910543825
x1,798,-0.7292834754422219
x1,799,-4.2741910445116655
x1,800,0.14433107218974778
x1,801,-3.2618514839641692
x1,802,-2.9132875436967898
x1,803,0.9790285029820132
x1,804,1.7611942871873671
x1,805,2.2259424181480987
x1,806,-3.4177686035665626
x1,807,6.2175478612916395
x1,808,-0.7090689964144573
x1,809,-0.16427758577545737
x1,810,-1.7775690867268674
x1,811,1.1382725339874864
x1,812,1.692912363781628
x1,813,1.930153614457402
x1,814,-4.366214597635838
x1,815,-6.210959315646153
x1,816,2.3909668515972737
x1,817,-3.512219401911852
x1,818,5.141085841481114
x1,819,0.8302588954025641
x1,820,-0.18021596057335246
x1,821,-2.979629639709732
x1,822,6.49357154543149
x1,823,0.2914716479599713
x1,824,-0.6770911289462794
x1,825,-7.0861555608848485
x1,826,-0.7797151395448295
x1,827,-1.0200873535866797
x1,828,-2.150442033164371
x1,829,-0.46528727104874507
x1,830,0.3050432307429959
x1,831,1.7190135514855145
x1,832,3.307862613205436
x1,833,1.669271787890991
x1,834,4.074918028268187
x1,835,3.2217093247427355
x1,836,-0.8504368059967782
x1,837,-1.7951840618891464
x1,838,-0.2635058068252934
x1,839,0.5118563449538202
x1,840,-0.26855224037431585
x1,841,0.6115420653428212
x1,842,1.7459126589944844
x1,843,1.8149300087863802
x1,844,-1.4452698097140781
x1,845,-0.7730768058359971
x1,846,0.900711763816249
x1,847,1.8854245928544884
x1,848,-3.870207720298427
x1,849,3.1677943292096042
x1,850,1.2953399774906955
x1,851,4.791362346456253
x1,852,1.8637716502879884
x1,853,2.815819691448285
x1,854,-0.20254244518015724
x1,855,3.1528192465726455
x1,856,5.072407247083803
x1,857,0.4584102461567168
x1,858,-4.274050567781896
x1,859,0.2837671691513202
x1,860,-5.05692814815665
x1,861,-2.568678656274394
x1,862,-2.477636655716941
x1,863,5.380158758228609
x1,864,1.5990648188377896
x1,865,-4.969448935746996
x1,866,0.02414180678110832
x1,867,0.041888336944918426
x1,868,-0.6091364563528163
x1,869,-5.852733369193238
x1,870,0.7772483983368413
x1,871,-1.6058777793028485
x1,872,0.8765293887745516
x1,873,0.9622411215903914
x1,874,-1.248242843256578
x1,875,-0.12162231835328863
x1,876,3.747892788104091
x1,877,-2.4546641726411655
x1,878,-1.1604163369091893
x1,879,3.107863983662454
x1,880,-0.9589220031256497
x1,881,4.714466087221816
x1,882,-1.7984104409885977
x1,883,2.9041878633221727
x1,884,-2.1259064676289583
x1,885,3.414354998893071
x1,886,1.9882020663353388
x1,887,-3.0837883220070887
x1,888,-3.035152092638831
x1,889,2.2052604285126702
x1,890,2.9261463107269807
x1,891,-0.27859922637334555
x1,892,-0.8844501331379728
x1,893,3.6992986919243838
x1,894,0.004422043182328631
x1,895,3.7558071001218174
x1,896,2.6348098352246283
x1,897,3.531830753803631
x1,898,1.1412483451482716
x1,899,-1.449257263162467
x1,900,-1.9591409773876538
x1,901,0.5575389273526028
x1,902,0.9677057793015704
x1,903,-1.5216379969752938
x1,904,-2.6465599856685316
x1,905,0.4374512740141449
x1,906,-2.9407391227610282
x1,907,-0.9279767786743537
x1,908,6.339768866090342
x1,909,1.2270207406606197
x1,910,-2.4401614275306502
x1,911,2.828825058702284
x1,912,3.40314854448234
x1,913,1.5853655737543266
x1,914,-0.030240024454274754
x1,915,-1.8779473057044747
x1,916,-4.516601643030978
x1,917,-0.24730422977775834
x1,918,-3.624991843110627
x1,919,-4.139327781169123
x1,920,4.992830662340976
x1,921,-1.7346895029687568
x1,922,3.2584631728092623
x1,923,3.6386539982383024
x1,924,-1.70973911695853
x1,925,-0.8244615377804394
x1,926,-0.4674417509451133
x1,927,1.4611219598991325
x1,928,-4.262875465098094
x1,929,-4.0861331686048645
x1,930,2.5627608003568967
x1,931,-1.3640205850666838
x1,932,1.7383131277732333
x1,933,1.106511476058317
x1,934,2.723290907022382
x1,935,2.647437781756987
x1,936,-0.8352844127858251
x1,937,1.4348992636800375
x1,938,-4.204728513886605
x1,939,-2.2339167549166388
x1,940,4.909947859021027
x1,941,2.054313460373183
x1,942,-2.178513692599581
x1,943,-3.243699956833328
x1,944,-3.5313509868481034
x1,945,-0.10294416694530509
x1,946,0.4149775734851297
x1,947,2.6864872742759114
x1,948,0.09044139660605413
x1,949,1.4882449522211552
x1,950,-0.5565697348902227
x1,951,0.025463023480384147
x1,952,-1.7380363482013677
x1,953,-0.39082880906347356
x1,954,-1.4108279074102446
x1,955,5.957547660726975
x1,956,-2.4391821653137424
x1,957,-3.7839711682163073
x1,958,1.5858753455462042
x1,959,-1.4787012964539163
x1,960,-1.85689038910769
x1,961,1.3630474386921847
x1,962,-1.1885836965165992
x1,963,2.6331276227809073
x1,964,6.3856756049725165
x1,965,-3.239592103629366
x1,966,-0.08038492322194407
x1,967,-4.385908405590312
x1,968,-1.2147448721999445
x1,969,-0.08441914964801084
x1,970,-2.893889399916609
x1,971,2.950483842501096
x1,972,-0.3363984760381602
x1,973,-2.9417725586768393
x1,974,2.766391825504187
x1,975,-4.3506532584733195
x1,976,-0.5253225755028768
x1,977,1.4823067812590043
x1,978,2.353687516344025
x1,979,1.0530907828063893
x1,980,-2.8780816715798867
x1,981,-0.7649660881942795
x1,982,0.0517961216828671
x1,983,-0.34336722396697844
x1,984,-1.6744257757844576
x1,985,-2.6538225467779086
x1,986,1.4223325655363193
x1,987,-2.4157218491326202
x1,988,6.5885265362356975
x1,989,4.797464076681842
